ScanID,QRType,MachineID,MachineName,TechID,TechName,ScanDateTime,LinkedWOID,Action,CellID
SC-000466,Technician QR,,,TECH-03,Mohammed Rafi,2025-04-20T21:38:00,,Open My PM List,
SC-000467,Technician QR,,,TECH-10,Naveen Raj,2025-04-21T20:26:00,,Open My PM List,
SC-000468,Technician QR,,,TECH-09,Sathish Kumar,2025-04-22T11:30:00,,Open My PM List,
SC-000469,Machine QR,MC-004,Bar Feeder BF-01,TECH-03,Mohammed Rafi,2025-04-23T11:11:00,WO-00014,Start PM Checklist,CELL-01
SC-000470,Machine QR,MC-026,Paint Chiller CH-02,TECH-09,Sathish Kumar,2025-04-24T10:07:00,WO-00222,Start PM Checklist,CELL-06
SC-000471,Machine QR,MC-023,Assy Conveyor CV-01,TECH-07,Ramesh Chandran,2025-04-24T10:19:00,WO-00194,Start PM Checklist,CELL-05
SC-000472,Machine QR,MC-028,Robot Weld Cell RW-02,TECH-05,Prakash R,2025-04-24T15:31:00,,View Last PM,CELL-07
SC-000473,Technician QR,,,TECH-09,Sathish Kumar,2025-04-25T10:17:00,,Open My PM List,
SC-000474,Machine QR,MC-005,Chip Conveyor CC-01,TECH-02,Suresh Babu,2025-04-25T13:38:00,WO-00015,Start PM Checklist,CELL-01
SC-000475,Machine QR,MC-029,Positioner PZ-01,TECH-02,Suresh Babu,2025-04-26T09:36:00,,Report Breakdown,CELL-07
SC-000476,Machine QR,MC-027,Robot Weld Cell RW-01,TECH-02,Suresh Babu,2025-04-26T18:57:00,,Request Spare,CELL-07
SC-000477,Technician QR,,,TECH-02,Suresh Babu,2025-04-26T21:47:00,,Open My PM List,
SC-000478,Machine QR,MC-025,Curing Oven CO-01,TECH-10,Naveen Raj,2025-04-27T07:18:00,,View Last PM,CELL-06
SC-000479,Machine QR,MC-026,Paint Chiller CH-02,TECH-10,Naveen Raj,2025-04-27T10:16:00,,View Last PM,CELL-06
SC-000480,Technician QR,,,TECH-07,Ramesh Chandran,2025-04-28T06:21:00,,Open My PM List,
SC-000481,Machine QR,MC-013,Deburring Unit DB-01,TECH-08,Karthik V,2025-04-28T15:18:00,,Log Abnormality,CELL-03
SC-000482,Technician QR,,,TECH-09,Sathish Kumar,2025-04-28T16:06:00,,Open My PM List,
SC-000483,Technician QR,,,TECH-02,Suresh Babu,2025-04-28T20:26:00,,Open My PM List,
SC-000484,Technician QR,,,TECH-03,Mohammed Rafi,2025-04-29T06:20:00,,Open My PM List,
SC-000485,Machine QR,MC-013,Deburring Unit DB-01,TECH-02,Suresh Babu,2025-04-29T16:36:00,,Record Spare Replaced,CELL-03
SC-000486,Technician QR,,,TECH-05,Prakash R,2025-04-29T20:43:00,,Open My PM List,
SC-000487,Technician QR,,,TECH-09,Sathish Kumar,2025-04-30T06:20:00,,Open My PM List,
SC-000488,Technician QR,,,TECH-07,Ramesh Chandran,2025-04-30T17:19:00,,Open My PM List,
SC-000489,Machine QR,MC-007,CNC Lathe TL-05,TECH-01,Arun Kumar,2025-04-30T22:28:00,,View Last PM,CELL-02
SC-000490,Technician QR,,,TECH-03,Mohammed Rafi,2025-05-01T09:02:00,,Open My PM List,
SC-000491,Machine QR,MC-030,Weld Compressor AC-02,TECH-01,Arun Kumar,2025-05-01T11:35:00,,View Last PM,CELL-07
SC-000492,Technician QR,,,TECH-07,Ramesh Chandran,2025-05-01T13:16:00,,Open My PM List,
SC-000493,Machine QR,MC-032,Hyd Press HP-02,TECH-06,Deepak Nair,2025-05-01T19:21:00,,View Last PM,CELL-08
SC-000494,Machine QR,MC-016,Tempering Furnace TF-01,TECH-02,Suresh Babu,2025-05-02T07:52:00,,View Last PM,CELL-04
SC-000495,Technician QR,,,TECH-09,Sathish Kumar,2025-05-02T09:43:00,,Open My PM List,
SC-000496,Technician QR,,,TECH-05,Prakash R,2025-05-02T15:23:00,,Open My PM List,
SC-000497,Technician QR,,,TECH-04,Vignesh S,2025-05-02T18:53:00,,Open My PM List,
SC-000498,Machine QR,MC-022,Leak Test Rig LT-01,TECH-07,Ramesh Chandran,2025-05-03T07:16:00,WO-00193,Start PM Checklist,CELL-05
SC-000499,Technician QR,,,TECH-10,Naveen Raj,2025-05-03T13:42:00,,Open My PM List,
SC-000500,Technician QR,,,TECH-10,Naveen Raj,2025-05-03T18:18:00,,Open My PM List,
SC-000501,Technician QR,,,TECH-10,Naveen Raj,2025-05-04T07:49:00,,Open My PM List,
SC-000502,Technician QR,,,TECH-09,Sathish Kumar,2025-05-04T09:08:00,,Open My PM List,
SC-000503,Machine QR,MC-015,Sealed Quench SQ-02,TECH-07,Ramesh Chandran,2025-05-04T17:19:00,,View Last PM,CELL-04
SC-000504,Technician QR,,,TECH-08,Karthik V,2025-05-05T14:08:00,,Open My PM List,
SC-000505,Technician QR,,,TECH-10,Naveen Raj,2025-05-06T11:04:00,,Open My PM List,
SC-000506,Machine QR,MC-014,Sealed Quench SQ-01,TECH-07,Ramesh Chandran,2025-05-06T12:31:00,,View Last PM,CELL-04
SC-000507,Technician QR,,,TECH-07,Ramesh Chandran,2025-05-07T13:08:00,,Open My PM List,
SC-000508,Technician QR,,,TECH-03,Mohammed Rafi,2025-05-07T16:23:00,,Open My PM List,
SC-000509,Technician QR,,,TECH-06,Deepak Nair,2025-05-08T08:36:00,,Open My PM List,
SC-000510,Machine QR,MC-015,Sealed Quench SQ-02,TECH-10,Naveen Raj,2025-05-08T12:15:00,,Report Breakdown,CELL-04
SC-000511,Technician QR,,,TECH-06,Deepak Nair,2025-05-08T17:46:00,,Open My PM List,
SC-000512,Machine QR,MC-003,CNC Lathe TL-03,TECH-09,Sathish Kumar,2025-05-09T16:27:00,,Report Breakdown,CELL-01
SC-000513,Technician QR,,,TECH-05,Prakash R,2025-05-09T20:56:00,,Open My PM List,
SC-000514,Technician QR,,,TECH-03,Mohammed Rafi,2025-05-10T16:42:00,,Open My PM List,
SC-000515,Machine QR,MC-007,CNC Lathe TL-05,TECH-07,Ramesh Chandran,2025-05-10T19:09:00,,View Last PM,CELL-02
SC-000516,Machine QR,MC-006,CNC Lathe TL-04,TECH-07,Ramesh Chandran,2025-05-11T14:40:00,,Log Abnormality,CELL-02
SC-000517,Technician QR,,,TECH-07,Ramesh Chandran,2025-05-11T17:21:00,,Open My PM List,
SC-000518,Technician QR,,,TECH-09,Sathish Kumar,2025-05-11T19:36:00,,Open My PM List,
SC-000519,Machine QR,MC-003,CNC Lathe TL-03,TECH-01,Arun Kumar,2025-05-12T08:40:00,,Log Abnormality,CELL-01
SC-000520,Technician QR,,,TECH-05,Prakash R,2025-05-12T16:06:00,,Open My PM List,
SC-000521,Machine QR,MC-027,Robot Weld Cell RW-01,TECH-01,Arun Kumar,2025-05-13T06:49:00,,Report Breakdown,CELL-07
SC-000522,Machine QR,MC-015,Sealed Quench SQ-02,TECH-05,Prakash R,2025-05-13T10:27:00,WO-00131,Start PM Checklist,CELL-04
SC-000523,Technician QR,,,TECH-03,Mohammed Rafi,2025-05-13T22:41:00,,Open My PM List,
SC-000524,Technician QR,,,TECH-03,Mohammed Rafi,2025-05-14T06:42:00,,Open My PM List,
SC-000525,Machine QR,MC-032,Hyd Press HP-02,TECH-08,Karthik V,2025-05-14T07:47:00,,View Last PM,CELL-08
SC-000526,Technician QR,,,TECH-06,Deepak Nair,2025-05-14T08:56:00,,Open My PM List,
SC-000527,Technician QR,,,TECH-08,Karthik V,2025-05-14T17:03:00,,Open My PM List,
SC-000528,Technician QR,,,TECH-07,Ramesh Chandran,2025-05-14T20:28:00,,Open My PM List,
SC-000529,Technician QR,,,TECH-08,Karthik V,2025-05-14T22:02:00,,Open My PM List,
SC-000530,Machine QR,MC-016,Tempering Furnace TF-01,TECH-02,Suresh Babu,2025-05-15T09:43:00,WO-00132,Start PM Checklist,CELL-04
SC-000531,Technician QR,,,TECH-08,Karthik V,2025-05-15T13:43:00,,Open My PM List,
SC-000532,Technician QR,,,TECH-01,Arun Kumar,2025-05-15T19:45:00,,Open My PM List,
SC-000533,Machine QR,MC-028,Robot Weld Cell RW-02,TECH-07,Ramesh Chandran,2025-05-17T11:44:00,,Log Abnormality,CELL-07
SC-000534,Technician QR,,,TECH-10,Naveen Raj,2025-05-18T19:46:00,,Open My PM List,
SC-000535,Technician QR,,,TECH-10,Naveen Raj,2025-05-20T10:04:00,,Open My PM List,
SC-000536,Technician QR,,,TECH-03,Mohammed Rafi,2025-05-20T17:14:00,,Open My PM List,
SC-000537,Machine QR,MC-028,Robot Weld Cell RW-02,TECH-10,Naveen Raj,2025-05-20T17:18:00,,View Last PM,CELL-07
SC-000538,Machine QR,MC-005,Chip Conveyor CC-01,TECH-01,Arun Kumar,2025-05-20T17:33:00,,View Last PM,CELL-01
SC-000539,Technician QR,,,TECH-10,Naveen Raj,2025-05-20T19:03:00,,Open My PM List,
SC-000540,Technician QR,,,TECH-04,Vignesh S,2025-05-21T14:34:00,,Open My PM List,
SC-000541,Machine QR,MC-001,CNC Lathe TL-01,TECH-07,Ramesh Chandran,2025-05-21T20:50:00,,Report Breakdown,CELL-01
SC-000542,Machine QR,MC-020,Assembly Stn AS-02,TECH-03,Mohammed Rafi,2025-05-21T22:06:00,,Record Spare Replaced,CELL-05
SC-000543,Machine QR,MC-013,Deburring Unit DB-01,TECH-04,Vignesh S,2025-05-23T18:13:00,,View Last PM,CELL-03
SC-000544,Technician QR,,,TECH-06,Deepak Nair,2025-05-23T20:01:00,,Open My PM List,
SC-000545,Machine QR,MC-005,Chip Conveyor CC-01,TECH-03,Mohammed Rafi,2025-05-25T07:32:00,,View Last PM,CELL-01
SC-000546,Machine QR,MC-018,HT Compressor AC-01,TECH-05,Prakash R,2025-05-25T12:55:00,WO-00134,Start PM Checklist,CELL-04
SC-000547,Machine QR,MC-008,VMC MC-01,TECH-05,Prakash R,2025-05-26T06:29:00,,View Last PM,CELL-02
SC-000548,Technician QR,,,TECH-04,Vignesh S,2025-05-26T19:14:00,,Open My PM List,
SC-000549,Machine QR,MC-022,Leak Test Rig LT-01,TECH-03,Mohammed Rafi,2025-05-27T16:18:00,,View Last PM,CELL-05
SC-000550,Technician QR,,,TECH-04,Vignesh S,2025-05-28T17:30:00,,Open My PM List,
SC-000551,Technician QR,,,TECH-01,Arun Kumar,2025-05-28T22:15:00,,Open My PM List,
SC-000552,Technician QR,,,TECH-03,Mohammed Rafi,2025-05-30T06:39:00,,Open My PM List,
SC-000553,Technician QR,,,TECH-05,Prakash R,2025-05-30T16:50:00,,Open My PM List,
SC-000554,Technician QR,,,TECH-02,Suresh Babu,2025-05-30T19:31:00,,Open My PM List,
SC-000555,Technician QR,,,TECH-03,Mohammed Rafi,2025-05-31T07:17:00,,Open My PM List,
SC-000556,Technician QR,,,TECH-09,Sathish Kumar,2025-05-31T09:32:00,,Open My PM List,
SC-000557,Technician QR,,,TECH-10,Naveen Raj,2025-05-31T13:50:00,,Open My PM List,
SC-000558,Machine QR,MC-022,Leak Test Rig LT-01,TECH-01,Arun Kumar,2025-05-31T15:07:00,,View Last PM,CELL-05
SC-000559,Machine QR,MC-017,Quench Oil Chiller CH-01,TECH-06,Deepak Nair,2025-06-02T12:51:00,WO-00133,Start PM Checklist,CELL-04
SC-000560,Machine QR,MC-014,Sealed Quench SQ-01,TECH-06,Deepak Nair,2025-06-02T13:38:00,WO-00130,Start PM Checklist,CELL-04
SC-000561,Machine QR,MC-014,Sealed Quench SQ-01,TECH-01,Arun Kumar,2025-06-02T22:41:00,,Log Abnormality,CELL-04
SC-000562,Technician QR,,,TECH-03,Mohammed Rafi,2025-06-03T11:32:00,,Open My PM List,
SC-000563,Technician QR,,,TECH-01,Arun Kumar,2025-06-04T06:29:00,,Open My PM List,
SC-000564,Technician QR,,,TECH-09,Sathish Kumar,2025-06-04T10:54:00,,Open My PM List,
SC-000565,Technician QR,,,TECH-04,Vignesh S,2025-06-04T12:09:00,,Open My PM List,
SC-000566,Technician QR,,,TECH-09,Sathish Kumar,2025-06-04T16:02:00,,Open My PM List,
SC-000567,Machine QR,MC-013,Deburring Unit DB-01,TECH-07,Ramesh Chandran,2025-06-05T06:15:00,,Request Spare,CELL-03
SC-000568,Machine QR,MC-006,CNC Lathe TL-04,TECH-02,Suresh Babu,2025-06-05T09:19:00,WO-00064,Start PM Checklist,CELL-02
SC-000569,Technician QR,,,TECH-08,Karthik V,2025-06-05T18:12:00,,Open My PM List,
SC-000570,Technician QR,,,TECH-02,Suresh Babu,2025-06-05T19:40:00,,Open My PM List,
SC-000571,Technician QR,,,TECH-06,Deepak Nair,2025-06-06T10:28:00,,Open My PM List,
SC-000572,Machine QR,MC-016,Tempering Furnace TF-01,TECH-03,Mohammed Rafi,2025-06-06T21:52:00,,View Last PM,CELL-04
SC-000573,Technician QR,,,TECH-04,Vignesh S,2025-06-07T08:46:00,,Open My PM List,
SC-000574,Machine QR,MC-011,Gear Hobber GH-02,TECH-04,Vignesh S,2025-06-07T09:45:00,,Request Spare,CELL-03
SC-000575,Machine QR,MC-002,CNC Lathe TL-02,TECH-01,Arun Kumar,2025-06-07T10:01:00,,Log Abnormality,CELL-01
SC-000576,Machine QR,MC-011,Gear Hobber GH-02,TECH-06,Deepak Nair,2025-06-07T18:52:00,,View Last PM,CELL-03
SC-000577,Machine QR,MC-032,Hyd Press HP-02,TECH-09,Sathish Kumar,2025-06-08T18:59:00,,View Last PM,CELL-08
SC-000578,Technician QR,,,TECH-05,Prakash R,2025-06-09T08:21:00,,Open My PM List,
SC-000579,Technician QR,,,TECH-10,Naveen Raj,2025-06-10T14:06:00,,Open My PM List,
SC-000580,Technician QR,,,TECH-02,Suresh Babu,2025-06-10T15:14:00,,Open My PM List,
SC-000581,Machine QR,MC-011,Gear Hobber GH-02,TECH-01,Arun Kumar,2025-06-10T18:48:00,,View Last PM,CELL-03
SC-000582,Technician QR,,,TECH-03,Mohammed Rafi,2025-06-10T22:51:00,,Open My PM List,
SC-000583,Machine QR,MC-026,Paint Chiller CH-02,TECH-04,Vignesh S,2025-06-11T18:21:00,,View Last PM,CELL-06
SC-000584,Technician QR,,,TECH-09,Sathish Kumar,2025-06-12T06:25:00,,Open My PM List,
SC-000585,Technician QR,,,TECH-01,Arun Kumar,2025-06-12T15:09:00,,Open My PM List,
SC-000586,Technician QR,,,TECH-08,Karthik V,2025-06-12T19:03:00,,Open My PM List,
SC-000587,Technician QR,,,TECH-01,Arun Kumar,2025-06-13T06:44:00,,Open My PM List,
SC-000588,Machine QR,MC-019,Assembly Stn AS-01,TECH-03,Mohammed Rafi,2025-06-13T11:23:00,,View Last PM,CELL-05
SC-000589,Machine QR,MC-007,CNC Lathe TL-05,TECH-03,Mohammed Rafi,2025-06-13T14:31:00,,View Last PM,CELL-02
SC-000590,Machine QR,MC-007,CNC Lathe TL-05,TECH-01,Arun Kumar,2025-06-14T11:30:00,WO-00065,Start PM Checklist,CELL-02
SC-000591,Technician QR,,,TECH-04,Vignesh S,2025-06-14T22:17:00,,Open My PM List,
SC-000592,Machine QR,MC-025,Curing Oven CO-01,TECH-04,Vignesh S,2025-06-15T17:23:00,,Request Spare,CELL-06
SC-000593,Machine QR,MC-026,Paint Chiller CH-02,TECH-02,Suresh Babu,2025-06-16T13:13:00,,View Last PM,CELL-06
SC-000594,Technician QR,,,TECH-06,Deepak Nair,2025-06-17T10:16:00,,Open My PM List,
SC-000595,Technician QR,,,TECH-06,Deepak Nair,2025-06-17T18:20:00,,Open My PM List,
SC-000596,Technician QR,,,TECH-07,Ramesh Chandran,2025-06-17T18:51:00,,Open My PM List,
SC-000597,Technician QR,,,TECH-06,Deepak Nair,2025-06-18T06:34:00,,Open My PM List,
SC-000598,Machine QR,MC-008,VMC MC-01,TECH-03,Mohammed Rafi,2025-06-18T07:09:00,WO-00066,Start PM Checklist,CELL-02
SC-000599,Technician QR,,,TECH-02,Suresh Babu,2025-06-19T08:24:00,,Open My PM List,
SC-000600,Technician QR,,,TECH-08,Karthik V,2025-06-19T18:16:00,,Open My PM List,
SC-000601,Technician QR,,,TECH-08,Karthik V,2025-06-19T21:20:00,,Open My PM List,
SC-000602,Technician QR,,,TECH-10,Naveen Raj,2025-06-20T12:17:00,,Open My PM List,
SC-000603,Machine QR,MC-025,Curing Oven CO-01,TECH-04,Vignesh S,2025-06-20T13:30:00,,View Last PM,CELL-06
SC-000604,Technician QR,,,TECH-03,Mohammed Rafi,2025-06-20T18:55:00,,Open My PM List,
SC-000605,Machine QR,MC-011,Gear Hobber GH-02,TECH-01,Arun Kumar,2025-06-21T13:19:00,,View Last PM,CELL-03
SC-000606,Technician QR,,,TECH-07,Ramesh Chandran,2025-06-22T07:19:00,,Open My PM List,
SC-000607,Machine QR,MC-004,Bar Feeder BF-01,TECH-06,Deepak Nair,2025-06-22T12:12:00,,Log Abnormality,CELL-01
SC-000608,Technician QR,,,TECH-05,Prakash R,2025-06-22T15:13:00,,Open My PM List,
SC-000609,Machine QR,MC-029,Positioner PZ-01,TECH-09,Sathish Kumar,2025-06-22T19:48:00,,View Last PM,CELL-07
SC-000610,Machine QR,MC-026,Paint Chiller CH-02,TECH-06,Deepak Nair,2025-06-23T07:10:00,,Log Abnormality,CELL-06
SC-000611,Technician QR,,,TECH-06,Deepak Nair,2025-06-23T14:12:00,,Open My PM List,
SC-000612,Technician QR,,,TECH-09,Sathish Kumar,2025-06-23T21:29:00,,Open My PM List,
SC-000613,Machine QR,MC-013,Deburring Unit DB-01,TECH-09,Sathish Kumar,2025-06-24T11:38:00,,View Last PM,CELL-03
SC-000614,Machine QR,MC-029,Positioner PZ-01,TECH-09,Sathish Kumar,2025-06-25T12:42:00,,Request Spare,CELL-07
SC-000615,Technician QR,,,TECH-05,Prakash R,2025-06-25T20:20:00,,Open My PM List,
SC-000616,Machine QR,MC-031,Hyd Press HP-01,TECH-09,Sathish Kumar,2025-06-25T22:50:00,,View Last PM,CELL-08
SC-000617,Technician QR,,,TECH-09,Sathish Kumar,2025-06-26T09:54:00,,Open My PM List,
SC-000618,Machine QR,MC-009,VMC MC-02,TECH-02,Suresh Babu,2025-06-26T13:28:00,WO-00067,Start PM Checklist,CELL-02
SC-000619,Technician QR,,,TECH-04,Vignesh S,2025-06-26T14:20:00,,Open My PM List,
SC-000620,Technician QR,,,TECH-02,Suresh Babu,2025-06-28T08:56:00,,Open My PM List,
SC-000621,Machine QR,MC-032,Hyd Press HP-02,TECH-03,Mohammed Rafi,2025-06-28T10:32:00,,View Last PM,CELL-08
SC-000622,Technician QR,,,TECH-10,Naveen Raj,2025-06-28T14:14:00,,Open My PM List,
SC-000623,Machine QR,MC-012,Gear Shaver GS-01,TECH-04,Vignesh S,2025-06-29T11:57:00,,Log Abnormality,CELL-03
SC-000624,Technician QR,,,TECH-10,Naveen Raj,2025-06-30T11:26:00,,Open My PM List,
SC-000625,Machine QR,MC-024,Paint Booth PB-01,TECH-06,Deepak Nair,2025-06-30T13:09:00,,Log Abnormality,CELL-06
SC-000626,Technician QR,,,TECH-10,Naveen Raj,2025-07-02T07:12:00,,Open My PM List,
SC-000627,Technician QR,,,TECH-06,Deepak Nair,2025-07-03T18:51:00,,Open My PM List,
SC-000628,Machine QR,MC-010,Gear Hobber GH-01,TECH-04,Vignesh S,2025-07-04T10:22:00,,Report Breakdown,CELL-03
SC-000629,Machine QR,MC-021,Assembly Stn AS-03,TECH-07,Ramesh Chandran,2025-07-04T11:07:00,,View Last PM,CELL-05
SC-000630,Machine QR,MC-014,Sealed Quench SQ-01,TECH-05,Prakash R,2025-07-04T21:06:00,,Log Abnormality,CELL-04
SC-000631,Technician QR,,,TECH-06,Deepak Nair,2025-07-04T21:17:00,,Open My PM List,
SC-000632,Technician QR,,,TECH-05,Prakash R,2025-07-05T06:26:00,,Open My PM List,
SC-000633,Machine QR,MC-014,Sealed Quench SQ-01,TECH-05,Prakash R,2025-07-05T10:54:00,WO-00135,Start PM Checklist,CELL-04
SC-000634,Machine QR,MC-021,Assembly Stn AS-03,TECH-08,Karthik V,2025-07-05T11:16:00,,View Last PM,CELL-05
SC-000635,Technician QR,,,TECH-08,Karthik V,2025-07-05T13:36:00,,Open My PM List,
SC-000636,Machine QR,MC-027,Robot Weld Cell RW-01,TECH-09,Sathish Kumar,2025-07-05T15:41:00,WO-00233,Start PM Checklist,CELL-07
SC-000637,Technician QR,,,TECH-02,Suresh Babu,2025-07-05T22:34:00,,Open My PM List,
SC-000638,Machine QR,MC-005,Chip Conveyor CC-01,TECH-01,Arun Kumar,2025-07-06T09:24:00,,Record Spare Replaced,CELL-01
SC-000639,Machine QR,MC-028,Robot Weld Cell RW-02,TECH-06,Deepak Nair,2025-07-06T21:20:00,,View Last PM,CELL-07
SC-000640,Machine QR,MC-028,Robot Weld Cell RW-02,TECH-05,Prakash R,2025-07-08T09:43:00,,Report Breakdown,CELL-07
SC-000641,Technician QR,,,TECH-01,Arun Kumar,2025-07-08T12:01:00,,Open My PM List,
SC-000642,Technician QR,,,TECH-05,Prakash R,2025-07-08T14:31:00,,Open My PM List,
SC-000643,Machine QR,MC-012,Gear Shaver GS-01,TECH-01,Arun Kumar,2025-07-09T18:35:00,,Request Spare,CELL-03
SC-000644,Machine QR,MC-023,Assy Conveyor CV-01,TECH-07,Ramesh Chandran,2025-07-11T06:30:00,,Log Abnormality,CELL-05
SC-000645,Technician QR,,,TECH-10,Naveen Raj,2025-07-11T08:02:00,,Open My PM List,
SC-000646,Machine QR,MC-010,Gear Hobber GH-01,TECH-08,Karthik V,2025-07-11T12:56:00,,Report Breakdown,CELL-03
SC-000647,Technician QR,,,TECH-05,Prakash R,2025-07-11T17:58:00,,Open My PM List,
SC-000648,Technician QR,,,TECH-02,Suresh Babu,2025-07-11T18:51:00,,Open My PM List,
SC-000649,Technician QR,,,TECH-10,Naveen Raj,2025-07-12T14:35:00,,Open My PM List,
SC-000650,Machine QR,MC-015,Sealed Quench SQ-02,TECH-02,Suresh Babu,2025-07-12T17:41:00,WO-00136,Start PM Checklist,CELL-04
SC-000651,Technician QR,,,TECH-03,Mohammed Rafi,2025-07-12T21:33:00,,Open My PM List,
SC-000652,Machine QR,MC-009,VMC MC-02,TECH-01,Arun Kumar,2025-07-12T22:02:00,,View Last PM,CELL-02
SC-000653,Machine QR,MC-012,Gear Shaver GS-01,TECH-06,Deepak Nair,2025-07-13T06:06:00,,Report Breakdown,CELL-03
SC-000654,Machine QR,MC-021,Assembly Stn AS-03,TECH-10,Naveen Raj,2025-07-13T07:31:00,,Request Spare,CELL-05
SC-000655,Technician QR,,,TECH-03,Mohammed Rafi,2025-07-13T09:46:00,,Open My PM List,
SC-000656,Technician QR,,,TECH-05,Prakash R,2025-07-13T12:14:00,,Open My PM List,
SC-000657,Technician QR,,,TECH-03,Mohammed Rafi,2025-07-13T13:45:00,,Open My PM List,
SC-000658,Machine QR,MC-019,Assembly Stn AS-01,TECH-07,Ramesh Chandran,2025-07-14T10:28:00,,View Last PM,CELL-05
SC-000659,Technician QR,,,TECH-01,Arun Kumar,2025-07-14T15:24:00,,Open My PM List,
SC-000660,Machine QR,MC-013,Deburring Unit DB-01,TECH-04,Vignesh S,2025-07-15T08:17:00,,Report Breakdown,CELL-03
SC-000661,Machine QR,MC-028,Robot Weld Cell RW-02,TECH-08,Karthik V,2025-07-16T07:05:00,WO-00234,Start PM Checklist,CELL-07
SC-000662,Technician QR,,,TECH-01,Arun Kumar,2025-07-16T09:21:00,,Open My PM List,
SC-000663,Machine QR,MC-014,Sealed Quench SQ-01,TECH-05,Prakash R,2025-07-17T06:10:00,,Request Spare,CELL-04
SC-000664,Machine QR,MC-010,Gear Hobber GH-01,TECH-04,Vignesh S,2025-07-17T13:46:00,,Log Abnormality,CELL-03
SC-000665,Technician QR,,,TECH-09,Sathish Kumar,2025-07-17T21:02:00,,Open My PM List,
SC-000666,Machine QR,MC-013,Deburring Unit DB-01,TECH-08,Karthik V,2025-07-17T22:04:00,,View Last PM,CELL-03
SC-000667,Machine QR,MC-016,Tempering Furnace TF-01,TECH-06,Deepak Nair,2025-07-18T09:55:00,WO-00137,Start PM Checklist,CELL-04
SC-000668,Technician QR,,,TECH-06,Deepak Nair,2025-07-18T10:58:00,,Open My PM List,
SC-000669,Technician QR,,,TECH-03,Mohammed Rafi,2025-07-19T12:42:00,,Open My PM List,
SC-000670,Technician QR,,,TECH-09,Sathish Kumar,2025-07-19T13:18:00,,Open My PM List,
SC-000671,Machine QR,MC-029,Positioner PZ-01,TECH-04,Vignesh S,2025-07-20T07:31:00,WO-00235,Start PM Checklist,CELL-07
SC-000672,Technician QR,,,TECH-10,Naveen Raj,2025-07-20T07:39:00,,Open My PM List,
SC-000673,Technician QR,,,TECH-02,Suresh Babu,2025-07-20T12:05:00,,Open My PM List,
SC-000674,Machine QR,MC-012,Gear Shaver GS-01,TECH-10,Naveen Raj,2025-07-21T12:04:00,,View Last PM,CELL-03
SC-000675,Machine QR,MC-032,Hyd Press HP-02,TECH-09,Sathish Kumar,2025-07-22T08:50:00,,Request Spare,CELL-08
SC-000676,Technician QR,,,TECH-09,Sathish Kumar,2025-07-22T18:49:00,,Open My PM List,
SC-000677,Machine QR,MC-017,Quench Oil Chiller CH-01,TECH-05,Prakash R,2025-07-23T13:26:00,WO-00138,Start PM Checklist,CELL-04
SC-000678,Technician QR,,,TECH-10,Naveen Raj,2025-07-24T12:53:00,,Open My PM List,
SC-000679,Machine QR,MC-022,Leak Test Rig LT-01,TECH-10,Naveen Raj,2025-07-24T19:17:00,,View Last PM,CELL-05
SC-000680,Machine QR,MC-007,CNC Lathe TL-05,TECH-05,Prakash R,2025-07-25T20:03:00,,Log Abnormality,CELL-02
SC-000681,Machine QR,MC-021,Assembly Stn AS-03,TECH-03,Mohammed Rafi,2025-07-26T17:51:00,,Log Abnormality,CELL-05
SC-000682,Technician QR,,,TECH-09,Sathish Kumar,2025-07-26T20:07:00,,Open My PM List,
SC-000683,Machine QR,MC-018,HT Compressor AC-01,TECH-02,Suresh Babu,2025-07-27T16:03:00,WO-00139,Start PM Checklist,CELL-04
SC-000684,Machine QR,MC-013,Deburring Unit DB-01,TECH-07,Ramesh Chandran,2025-07-27T16:49:00,,View Last PM,CELL-03
SC-000685,Technician QR,,,TECH-09,Sathish Kumar,2025-07-27T19:22:00,,Open My PM List,
SC-000686,Technician QR,,,TECH-10,Naveen Raj,2025-07-28T14:45:00,,Open My PM List,
SC-000687,Machine QR,MC-027,Robot Weld Cell RW-01,TECH-04,Vignesh S,2025-07-28T18:21:00,,Report Breakdown,CELL-07
SC-000688,Technician QR,,,TECH-10,Naveen Raj,2025-07-28T20:58:00,,Open My PM List,
SC-000689,Technician QR,,,TECH-01,Arun Kumar,2025-07-30T07:50:00,,Open My PM List,
SC-000690,Technician QR,,,TECH-05,Prakash R,2025-07-30T12:22:00,,Open My PM List,
SC-000691,Machine QR,MC-005,Chip Conveyor CC-01,TECH-05,Prakash R,2025-07-30T12:33:00,,View Last PM,CELL-01
SC-000692,Machine QR,MC-007,CNC Lathe TL-05,TECH-05,Prakash R,2025-07-30T12:45:00,,View Last PM,CELL-02
SC-000693,Machine QR,MC-024,Paint Booth PB-01,TECH-08,Karthik V,2025-07-31T15:41:00,,Record Spare Replaced,CELL-06
SC-000694,Machine QR,MC-033,Press Feeder PF-01,TECH-09,Sathish Kumar,2025-07-31T18:25:00,,Log Abnormality,CELL-08
SC-000695,Machine QR,MC-015,Sealed Quench SQ-02,TECH-02,Suresh Babu,2025-07-31T19:33:00,,Log Abnormality,CELL-04
SC-000696,Technician QR,,,TECH-03,Mohammed Rafi,2025-07-31T19:59:00,,Open My PM List,
SC-000697,Technician QR,,,TECH-07,Ramesh Chandran,2025-07-31T20:02:00,,Open My PM List,
